Canal;Transportadora;UF Origem;Centro;Cli - Nome;NFe;NFe - Dt E;    NFe - Vlr;Cli - Cidade;UF Destino;Resp.Agend;Ocorrências;Prev. Entr;Dt .Agenda;Status;Cli -  Age;Nº Documen
40 - Totaline BR;CAXIAS CARGAS AEREAS LTDA;RS;B102;REFRILAV PECAS E SERVICOS LTDA;000882962-1;07.01.2025;313,76;Monte Alto;SP;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807312
40 - Totaline BR;MODULAR TRANSPORTES LTDA;PE;B154;ASSOC. BIBL. E CULT. UNID. DO REINO;000014006-1;07.01.2025;21.965,83;Santa Rita;PB;Grupo B;900-EMISSÃO DE NOTA FISCAL;09.01.2025;;03-AGUARDANDO RETORNO CLIENTE - 1° AGENDA; X;12807316
10 - BSS;CAXIAS CARGAS AEREAS LTDA;RS;B113;BAR E RESTAURANTE L. GAVEA LTDA;000882971-1;07.01.2025;410;Rio de Janeiro;RJ;;900-EMISSÃO DE NOTA FISCAL;14.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807433
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SP;B143;TOTAL AR LTDA;000213825-1;07.01.2025;2.496,34;Serra;ES;;900-EMISSÃO DE NOTA FISCAL;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807446
40 - Totaline BR;RODONAVES TRANSPORTES E ENCOMENDAS;SP;B143;MARCELO ZOGBI COSTA;000213831-1;07.01.2025;4.738,00;Campinas;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;14.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807480
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;EDEMIR PEREIRA DE OLIVEIRA JUNIOR;000815746-4;07.01.2025;205,66;São Paulo;SP;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807519
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;EDUARDO SANT ANNA MARTINS;000815747-4;07.01.2025;1.059,26;São Paulo;SP;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807521
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;JONI ELOI SARAIVA;000815748-4;07.01.2025;720,46;São Paulo;SP;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807522
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;NEW BS BRASIL IMPORT LTDA;000815749-4;07.01.2025;29.939,87;São Paulo;SP;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807524
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;STELIO FRANCISCO FERREIRA;000815750-4;07.01.2025;1.931,40;São Paulo;SP;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807526
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;WALLACE FUNARI DE MELLO;000815751-4;07.01.2025;296,24;São Paulo;SP;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807527
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;BUMPER MAG. C. E. E., A. E. V. LTDA;000815752-4;07.01.2025;64.190,33;Taboão da Serra;SP;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807528
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;FLAVIA OLIVEIRA DE LUCCA;000815753-4;07.01.2025;497,93;Santa Isabel;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807529
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;LOCALIZA RENT A CAR S/A;000815754-4;07.01.2025;1.829,99;Ribeirão Preto;SP;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807531
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;LOCALIZA RENT A CAR S/A;000815755-4;07.01.2025;1.830,00;Ribeirão Preto;SP;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807533
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;LOCALIZA RENT A CAR S/A;000815756-4;07.01.2025;1.829,99;Ananindeua;PA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;03.02.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807534
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;LOCALIZA RENT A CAR S/A;000815757-4;07.01.2025;1.829,99;Vila Velha;ES;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807535
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;GEAN EDUARDO ROCHA DOS SANTOS;000815758-4;07.01.2025;365,14;Manaus;AM;;900-EMISSÃO DE NOTA FISCAL;03.02.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807537
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;VIVIANE FREITAS DE SOUZA;000815759-4;07.01.2025;372,28;Manaus;AM;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;03.02.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807538
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;LOCALIZA RENT A CAR S/A;000815760-4;07.01.2025;1.829,99;Teresina;PI;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807539
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;LOCALIZA RENT A CAR S/A;000815761-4;07.01.2025;1.829,99;Maceió;AL;;900-EMISSÃO DE NOTA FISCAL;24.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807541
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;BRUNO MICHEL FERREIRA DA SILVA;000815762-4;07.01.2025;1.462,97;Rio de Janeiro;RJ;;900-EMISSÃO DE NOTA FISCAL;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807542
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;LOCALIZA RENT A CAR S/A;000815763-4;07.01.2025;1.829,99;São Gonçalo;RJ;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807544
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;LOCALIZA RENT A CAR S/A;000815764-4;07.01.2025;1.830,00;Cabo Frio;RJ;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807545
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;LOCALIZA RENT A CAR S/A;000815765-4;07.01.2025;1.830,00;Rio Verde;GO;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807546
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B142;KALUNGA S/A;000231347-1;07.01.2025;48.428,19;São Paulo;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;10.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807557
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SP;B142;CONGREGACAO CRISTA NO BRASIL;000231350-1;07.01.2025;26.723,97;Petrolina;PE;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807681
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B142;LOCALIZA RENT A CAR S/A;000231351-1;07.01.2025;693;Ribeirão Preto;SP;;900-EMISSÃO DE NOTA FISCAL;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807685
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B142;ELETROGEL REFRIGERACAO LTDA;000231352-1;07.01.2025;663,98;Belo Horizonte;MG;;900-EMISSÃO DE NOTA FISCAL;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807693
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B142;KALUNGA S/A;000231355-1;07.01.2025;2.383,76;São José dos Campos;SP;;900-EMISSÃO DE NOTA FISCAL;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807707
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B142;LOCALIZA RENT A CAR S/A;000231357-1;07.01.2025;1.357,89;Araçatuba;SP;;900-EMISSÃO DE NOTA FISCAL;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807713
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B142;CONGREGACAO CRISTA NO BRASIL;000231359-1;07.01.2025;6.433,99;São Joaquim da Barra;SP;;900-EMISSÃO DE NOTA FISCAL;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807718
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;CONGREGAÇÃO CRISTÃ NO BRASIL;000231360-1;07.01.2025;14.159,99;Cuiabá;MT;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807719
40 - Totaline BR;CAXIAS CARGAS AEREAS LTDA;SP;B142;SMARTFIT ESC. DE GIN. E DANCA S/A;000231361-1;07.01.2025;7.590,03;Rio de Janeiro;RJ;;900-EMISSÃO DE NOTA FISCAL;09.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807720
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B142;CONGREGACAO CRISTA NO BRASIL;000231362-1;07.01.2025;13.136,02;Macaé;RJ;;900-EMISSÃO DE NOTA FISCAL;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807723
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B142;CONGREGACAO CRISTA NO BRASIL;000231363-1;07.01.2025;7.079,99;Foz do Iguaçu;PR;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807726
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B142;CONGREGACAO CRISTA NO BRASIL;000231364-1;07.01.2025;7.079,99;Ipatinga;MG;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807727
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B142;CONGREGACAO CRISTA NO BRASIL;000231365-1;07.01.2025;1.825,00;Nova Friburgo;RJ;;900-EMISSÃO DE NOTA FISCAL;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807729
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SP;B142;CONGREGACAO CRISTA NO BRASIL;000231366-1;07.01.2025;17.815,99;Petrolina;PE;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807730
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;DINAMICA DISTR. E C. VAR. E. LTDA;000815769-4;07.01.2025;35.474,98;Brasília;DF;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807789
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;ALESSANDRA FERREIRA MARTINS;000815770-4;07.01.2025;2.708,87;São Paulo;SP;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807790
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;HEATING E COOLING TEC. TERM. LTDA;000815771-4;07.01.2025;1.336,54;São Paulo;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807791
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;IGREJA UNIVERSAL DO REINO DE DEUS;000815772-4;07.01.2025;1.334,52;São Paulo;SP;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807793
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;LOCMIC COM. E LOC. E PART. LTDA;000815773-4;07.01.2025;22.175,47;São Paulo;SP;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807794
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;LOCALIZA RENT A CAR S/A;000815774-4;07.01.2025;1.830,00;Bauru;SP;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807795
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;ATLANTICA HOTELS INT. BRASIL LTDA;000815775-4;07.01.2025;34.143,90;Recife;PE;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;24.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807796
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;BOI FORTE PROD. AGROPEC. LTDA;000815776-4;07.01.2025;47.791,91;Iaciara;GO;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12807798
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;LOCALIZA RENT A CAR S/A;000815790-4;07.01.2025;1.830,00;Curitiba;PR;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12808366
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;MARCELO HENRIQUE MORI;000815791-4;07.01.2025;1.577,47;Curitiba;PR;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12808367
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;UNIMED CURITIBA - SOC. COOP. M.;000815792-4;07.01.2025;2.345,01;Curitiba;PR;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12808368
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;LOCALIZA RENT A CAR S/A;000815793-4;07.01.2025;1.830,00;Florianópolis;SC;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12808369
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;JOAO DANIEL HOMMERDING;000815794-4;07.01.2025;395,14;São Leopoldo;RS;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;24.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12808370
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;JOAO DANIEL HOMMERDING;000815795-4;07.01.2025;391,39;São Leopoldo;RS;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;24.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12808371
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;EDUARDA ERICKSSON BONNESS;000815796-4;07.01.2025;283,3;Canoas;RS;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;24.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12808372
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;LOCALIZA RENT A CAR S/A;000815797-4;07.01.2025;1.830,00;Canoas;RS;;900-EMISSÃO DE NOTA FISCAL;24.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12808373
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;BRUNA RODRIGUES FERREIRA;000815798-4;07.01.2025;3.136,51;Sapucaia do Sul;RS;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;24.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12808375
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;BRUNA RODRIGUES FERREIRA;000815799-4;07.01.2025;1.059,25;Sapucaia do Sul;RS;;900-EMISSÃO DE NOTA FISCAL;24.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12808376
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;LOCALIZA RENT A CAR S/A;000815800-4;07.01.2025;1.829,99;Pelotas;RS;;900-EMISSÃO DE NOTA FISCAL;24.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12808377
10 - BSS;CAXIAS CARGAS AEREAS LTDA;RS;B113;UNIFRIO DO RIO COM. DE REFR. LTDA;000883148-1;07.01.2025;1.195,00;Rio de Janeiro;RJ;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;14.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12809144
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RS;B102;ELETROFRIGOR PECAS LTDA;000883197-1;08.01.2025;13.769,72;Rio de Janeiro;RJ;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12809359
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RS;B102;3JP COMERCIO DE AR COND. LTDA;000883214-1;08.01.2025;5.142,97;Florianópolis;SC;;098-CHEGADA NA CIDADE OU FILIAL DE DESTINO;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12809457
10 - BSS;RODOVIARIO BEDIN LIMITADA;RS;B113;ELETROGEL REFRIGERACAO LTDA;000883220-1;08.01.2025;10.179,99;Belo Horizonte;MG;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;14.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12809468
40 - Totaline BR;RODONAVES TRANSPORTES E ENCOMENDAS;PR;B144;PARANAFRIO REFRIGERACAO LTDA;000130771-1;08.01.2025;6.881,02;Ourinhos;SP;;900-EMISSÃO DE NOTA FISCAL;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810032
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B142;TRIFASICA ELETRICA - C. DE M. E. LT;000231367-1;08.01.2025;12.026,56;Guarulhos;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810035
40 - Totaline BR;MODULAR TRANSPORTES LTDA;CE;B153;DAENIA ALVES DE MOURA;000028770-1;08.01.2025;2.274,88;Teresina;PI;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810202
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RJ;B148;MUNDO SG D.P.,C.,S.E D. E. G. LTDA;000260075-1;08.01.2025;4.034,97;São Gonçalo;RJ;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810227
10 - BSS;RODOVIARIO NOVA ERA LTDA;RS;B101;SAVOY INDUSTRIA DE COSMETICOS S/A;000883260-1;08.01.2025;36.152,81;Senador Canedo;GO;;900-EMISSÃO DE NOTA FISCAL;16.01.2025;15.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO);;12810313
10 - BSS;RODOVIARIO BEDIN LIMITADA;RS;B110;BRADESCO SEGUROS S/A;000883262-1;08.01.2025;301.862,80;Barueri;SP;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;03-AGUARDANDO RETORNO CLIENTE - 1° AGENDA;;12810333
10 - BSS;CAXIAS CARGAS AEREAS LTDA;RJ;B108;JOULE COMERCIO & SERVICOS LTDA;000018176-1;08.01.2025;5.576,00;Goiânia;GO;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810433
40 - Totaline BR;RODONAVES TRANSPORTES E ENCOMENDAS;SP;B143;RUTE YOKO SHIRAISHI NICHIMURA;000213846-1;08.01.2025;2.680,00;Bertioga;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810450
10 - BSS;CAXIAS CARGAS AEREAS LTDA;RJ;B108;PROCLIMA ENGENHARIA LTDA;000018178-1;08.01.2025;13.600,00;Brasília;DF;;900-EMISSÃO DE NOTA FISCAL;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810519
40 - Totaline BR;MODULAR TRANSPORTES LTDA;BA;B149;DOW BRASIL I. E C. DE PROD. Q. LTDA;000110064-4;08.01.2025;2.954,00;Candeias;BA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810555
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RS;B102;REFRICAL SERVICE LTDA;000883312-1;08.01.2025;2.277,20;Curitiba;PR;;098-CHEGADA NA CIDADE OU FILIAL DE DESTINO;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810582
40 - Totaline BR;MODULAR TRANSPORTES LTDA;BA;B149;FAZZA MOTORS COMERCIO DE VEICULOS;000110067-4;08.01.2025;1.378,01;Salvador;BA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810601
40 - Totaline BR;MODULAR TRANSPORTES LTDA;BA;B149;GNC IMPORT COM. DE VEICULOS LTDA;000110068-4;08.01.2025;849,01;Salvador;BA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810606
40 - Totaline BR;RN ENTREGAS LTDA;CE;B153;HAPVIDA ASSISTENCIA MEDICA S/A;000028775-1;08.01.2025;2.222,45;Maracanaú;CE;;900-EMISSÃO DE NOTA FISCAL;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810617
40 - Totaline BR;MODULAR TRANSPORTES LTDA;BA;B149;FRANGO DO MOURA RESTAURANTE LTDA;000110072-4;08.01.2025;10.800,01;Salvador;BA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810740
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B150;MARILENE M. CABRAL EIRELI;000134695-1;08.01.2025;12.429,00;Boa Vista;RR;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810770
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RS;B102;DIFUSOR COMERCIO E SERVICOS LTDA;000883338-1;08.01.2025;1.829,99;Nova Iguaçu;RJ;;900-EMISSÃO DE NOTA FISCAL;17.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810788
40 - Totaline BR;MODULAR TRANSPORTES LTDA;PE;B154;MONDELEZ BRASIL NORTE NORD. LTDA;000014017-1;08.01.2025;4.759,35;Vitória de Santo Antão;PE;;900-EMISSÃO DE NOTA FISCAL;10.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810798
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;BRUMIL SERVICOS E COMERCIO LTDA;000231398-1;08.01.2025;659;Cuiabá;MT;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810848
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RS;B102;FRIOSHOPPING AR COND. LTDA;000883360-1;08.01.2025;19.774,19;São José dos Campos;SP;;000-PROCESSO DE TRANSPORTE JÁ INICIADO;17.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810913
40 - Totaline BR;MODULAR TRANSPORTES LTDA;RJ;B148;TATIANA LOUREIRO BINATO DE CASTRO M;000260090-1;08.01.2025;890;Rio de Janeiro;RJ;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810961
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SP;B143;TRIB. DE CONTAS DO EST. DE SE;000213865-1;08.01.2025;35.929,88;Aracaju;SE;;900-EMISSÃO DE NOTA FISCAL;17.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810966
10 - BSS;PACIFICO LOG LOGISTICA E TRANSPORTE;RS;B101;FALCAO CRUZ COM. ALIMENT. LTDA;000883368-1;08.01.2025;83.325,29;Salinópolis;PA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;05.02.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810980
10 - BSS;RODOVIARIO BEDIN LIMITADA;RS;B101;CLEMAR ENGENHARIA LTDA;000883369-1;08.01.2025;52.233,98;Palhoça;SC;Grupo A;098-CHEGADA NA CIDADE OU FILIAL DE DESTINO;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO); X;12810984
40 - Totaline BR;RODOVIARIO BEDIN LIMITADA;RS;B101;ESTANCIA ARVORE DA VIDA;000883370-1;08.01.2025;2.494,97;Sumaré;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;17.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12810985
12 - Dealer;RODOVIARIO BEDIN LIMITADA;RS;B101;REFRIGERACAO DUFRIO COM E IMP S/A;000883371-1;08.01.2025;5.287,67;Guarulhos;SP;Grupo A;901-NOTA FISCAL AUTORIZADA NA SEFAZ;17.01.2025;;12-EM AGENDAMENTO; X;12810987
10 - BSS;CAXIAS CARGAS AEREAS LTDA;SP;B109;HEATING E COOLING TEC. TERM. LTDA;000142150-1;08.01.2025;32.393,52;São Paulo;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;10.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12811001
